label,message
phishing,Claim bantuan hari ini sahaja klik claim-today.site
safe,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
safe,"What's up bruv, hope you had a great break. Do have a rewarding semester."
safe,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
safe,They don't put that stuff on the roads to keep it from getting slippery over there?
safe,K still are you loving me.
safe,Package all your programs well
safe,"I'm back, lemme know when you're ready"
safe,Going for dinner.msg you after.
safe,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
safe,LOL ... No just was busy
safe,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
safe,Nah im goin 2 the wrks with j wot bout u?
safe,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
safe,My exam is for february 4. Wish you a great day.
safe,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
safe,Senthil group company Apnt 5pm.
safe,Geeeee ... I love you so much I can barely stand it
safe,Ok i juz receive..
safe,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
safe,Hi good mornin.. Thanku wish u d same..
safe,Send me yetty's number pls.
safe,Happy New Year Princess!
safe,Sila bawa duit kecil untuk koperasi jika perlu
phishing,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
safe,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
safe,Parents mohon sokongan untuk aktiviti kelas
safe,"Merry Christmas to you too babe, i love ya *kisses*"
safe,You didnt complete your gist oh.
safe,Yes i have. So that's why u texted. Pshew...missing you so much
safe,Hope you are feeling great. Pls fill me in. Abiola
safe,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
safe,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
safe,"Aight, I'll hit you up when I get some cash"
safe,Come to mahal bus stop.. &lt;DECIMAL&gt;
safe,I know you are. Can you pls open the back?
safe,Ill call you evening ill some ideas.
phishing,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just ?5 by replying GET BBDELUXE and take the challenge
safe,"Ela kano.,il download, come wen ur free.."
safe,S.s:)i thinl role is like sachin.just standing. Others have to hit.
phishing,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
safe,Cheers for the message Zogtorius. I?ve been staring at my phone for an age deciding whether to text or not.
safe,No messages on her phone. I'm holding it now
safe,Anytime lor...
safe,Huh i cant thk of more oredi how many pages do we have?
safe,Lol enjoy role playing much?
safe,I am on the way to ur home
safe,"Nah man, my car is meant to be crammed full of people"
safe,What time is ur flight tmr?
safe,&lt;#&gt;  w jetton ave if you forgot
safe,Dunno lei he neva say...
safe,Ok lar... Joking wif u oni...
safe,"It's wylie, you in tampa or sarasota?"
phishing,RM0: Your Maybank account has been locked. Verify immediately: http://secure-maybank-login.xyz
safe,Kallis is ready for bat in 2nd innings
safe,Welp apparently he retired
safe,Hmmm.still we dont have opener?
safe,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
safe,Roger that. We??e probably going to rem in about 20
safe,Esok ada latihan bola jaring
safe,Oh:)as usual vijay film or its different?
safe,Oh wow thats gay. Will firmware update help
safe,Speaking of does he have any cash yet?
safe,We'll join the  &lt;#&gt;  bus
safe,How is your schedule next week? I am out of town this weekend.
safe,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
safe,Ok... I din get ur msg...
safe,?? go home liao? Ask dad to pick me up at 6...
safe,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
safe,Sounds like you have many talents! would you like to go on a dinner date next week?
safe,Have you had a good day? Mine was really busy are you up to much tomorrow night?
safe,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
safe,Tired. I haven't slept well the past few nights.
safe,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
phishing,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a ?2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
safe,Networking technical support associate.
safe,I'm still looking for a car to buy. And have not gone 4the driving test yet.
safe,You do got a shitload of diamonds though
safe,Ew are you one of them?
safe,Tell me something. Thats okay.
safe,How come u got nothing to do?
safe,Of course. I guess god's just got me on hold right now.
safe,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
safe,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
safe,Reminder bawa buku latihan BM esok ya
safe,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
safe,Probably a couple hours tops
phishing,Account blocked due to inactivity. Reactivate: http://account-reactivate.xyz
safe,All e best 4 ur exam later.
safe,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
safe,"Awesome, I'll see you in a bit"
safe,"Sure thing big man. i have hockey elections at 6, shouldn?? go on longer than an hour though"
safe,Finished class where are you.
safe,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
safe,Hope you are not scared!
safe,No no:)this is kallis home ground.amla home town is durban:)
safe,Dear how is chechi. Did you talk to her
safe,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
safe,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
phishing,Parcel stuck at customs. Pay fee to release: http://customs-payment.top
safe,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
phishing,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
safe,They just talking thats it de. They wont any other.
phishing,Refund cukai lulus klik tax-refund.site
safe,"see you then, we're all christmassy here!"
safe,In meeting da. I will call you
safe,Assalam mohon kerjasama hantar anak ikut masa
safe,Nt yet chikku..simple habba..hw abt u?
safe,Jay says that you're a double-faggot
safe,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
safe,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
safe,Your daily text from me ?? a favour this time
safe,"Dad wanted to talk about the apartment so I got a late start, omw now"
safe,I'm home...
safe,R we going with the  &lt;#&gt;  bus?
safe,Where wuld I be without my baby? The thought alone mite break me and I don?t wanna go crazy but everyboy needs his lady xxxxxxxx
phishing,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
safe,"Probably gonna be here for a while, see you later tonight &lt;)"
phishing,A ?400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ?400 reward. Just call 09066380611
safe,How are you. Just checking up on you
phishing,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
phishing,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
safe,i felt so...not any conveying reason.. Ese he... What about me?
phishing,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
safe,So when do you wanna gym harri
safe,You always make things bigger than they are
safe,Reminder bawa alat tulis lengkap
safe,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
phishing,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
safe,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
safe,Oh for fuck's sake she's in like tallahassee
safe,"Alright we're hooked up, where you guys at"
safe,How. Its a little difficult but its a simple way to enter this place
safe,"Yep, by the pretty sculpture"
safe,If u sending her home first it's ok lor. I'm not ready yet.
phishing,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
safe,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
safe,Ok. C u then.
safe,Ill be at yours in about 3 mins but look out for me
phishing,Forex signal free klik forex-free.site
safe,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
safe,Ok ill tell the company
safe,"You aren't coming home between class, right? I need to work out and shower!"
safe,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
safe,Parents mohon isi borang maklumat murid
safe,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
safe,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
phishing,You have WON a guaranteed ?1000 cash or a ?2000 prize.To claim yr prize call our customer service representative on
safe,"Goodmorning,my grandfather expired..so am on leave today."
safe,S:)s.nervous  &lt;#&gt; :)
safe,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
phishing,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY ?1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
safe,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
safe,Assalam kelas tamat 1 00 tengah hari
safe,Ugh fuck it I'm resubbing to eve
safe,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
safe,"Sure, I'll see if I can come by in a bit"
safe,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
safe,Life style garments account no please.
safe,Ok set let u noe e details later...
safe,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
safe,"Yep, at derek's house now, see you Sunday &lt;3"
safe,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
safe,?? neva tell me how i noe... I'm not at home in da aft wat...
safe,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
phishing,Marvel Mobile Play the official Ultimate Spider-man game (?4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
safe,What not under standing.
safe,You will be in the place of that man
safe,Wife.how she knew the time of murder exactly
safe,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
safe,Is that seriously how you spell his name?
safe,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
safe,Wat time r ?_ going to xin's hostel?
safe,"Oh yes, why is it like torture watching england?"
phishing,We currently have a message awaiting your collection. To collect your message just call 08718723815.
safe,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
safe,And he's apparently bffs with carly quick now
safe,Lol its ok I didn't remember til last nite
safe,Mm i had my food da from out
phishing,Sila login untuk semak notis klik portal-notis.xyz
safe,Thanx a lot...
safe,Still i have not checked it da. . .
safe,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
safe,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
phishing,Please CALL 08712402972 immediately as there is an urgent message waiting for you
safe,Sen told that he is going to join his uncle finance in cbe
suspicious,Pengesahan diperlukan dalam 24 jam
phishing,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
safe,Its worse if if uses half way then stops. Its better for him to complete it.
safe,"Oh, then your phone phoned me but it disconnected"
safe,WHITE FUDGE OREOS ARE IN STORES
phishing,Download slip bayaran klik slip-download.top
safe,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
safe,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
safe,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ?_ leaving earlier or wat mah cos mayb ?_ haf to walk v far...
safe,"Y cant u try new invention to fly..i'm not joking.,"
safe,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
phishing,"URGENT!: Your Mobile No. was awarded a ?2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
safe,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
phishing,You have an important customer service announcement from PREMIER.
safe,Ill be there on  &lt;#&gt;  ok.
safe,How r ?_ going to send it to me?
safe,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
safe,Moji i love you more than words. Have a rich day
safe,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
safe,S da..al r above  &lt;#&gt;
safe,Cheers for the card ... Is it that time of year already?
safe,Can you please send me my aunty's number
safe,Ok then i'll let him noe later n ask him call u tmr...
safe,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
safe,Have a nice day my dear.
safe,Sila ingatkan anak bawa topi semasa aktiviti luar
safe,Oh all have to come ah?
safe,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
safe,Ard 515 like dat. Y?
phishing,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only ?1.50/wk."""
safe,I dont. Can you send it to me. Plus how's mode.
safe,"Haha awesome, omw back now then"
safe,Well its not like you actually called someone a punto. That woulda been worse.
safe,That means get the door
safe,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
safe,Dunno y u ask me.
safe,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
safe,K..u also dont msg or reply to his msg..
safe,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
safe,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ?MORROW. C U THIS WK? WHO WAS THE MSG 4? ? RANDOM!
safe,"Cool, I'll text you when I'm on the way"
safe,I'll talk to the others and probably just come early tomorrow then
safe,We have pizza if u want
safe,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
safe,I?? going to try for 2 months ha ha only joking
safe,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
safe,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
safe,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
safe,And maybe some pressies
safe,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
safe,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
safe,Meeting u is my work. . . Tel me when shall i do my work tomorrow
safe,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
safe,Men like shorter ladies. Gaze up into his eyes.
safe,Hey morning what you come to ask:-) pa...
safe,Designation is software developer and may be she get chennai:)
safe,"Sorry,in meeting I'll call later"
safe,But i'm really really broke oh. No amount is too small even  &lt;#&gt;
safe,"Haha better late than ever, any way I could swing by?"
safe,Honey boo I'm missing u.
safe,\Wen u miss someone
safe,"Ya, told..she was asking wats matter?"
safe,I wont. So wat's wit the guys
safe,But if she.s drinkin i'm ok.
safe,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
phishing,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
safe,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
safe,"Its ok, called mom instead have fun"
safe,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
phishing,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
safe,I WILL CAL YOU SIR. In meeting
safe,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
safe,Waaaat?? Lololo ok next time then!
safe,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
safe,DO NOT B LATE LOVE MUM
safe,Aiya we discuss later lar... Pick ?_ up at 4 is it?
phishing,"URGENT! Your mobile No *********** WON a ?2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
safe,I cant pick the phone right now. Pls send a message
safe,K.then any other special?
safe,Then get some cash together and I'll text jason
safe,I'm going out to buy mum's present ar.
safe,Good evening! How are you?
safe,Er yep sure. Props?
safe,Nice talking to you! please dont forget my pix :) i want to see all of you...
safe,Haiyoh... Maybe your hamster was jealous of million
safe,No but the bluray player can
safe,"Whatever, juliana. Do whatever you want."
safe,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
phishing,Adult 18 Content Your video will be with you shortly
phishing,You have 1 new message. Call 0207-083-6089
safe,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
safe,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
safe,Hi happy birthday. Hi hi hi hi hi hi hi
safe,His frens go then he in lor. Not alone wif my mum n sis lor.
safe,Did u see what I posted on your Facebook?
safe,Mm feeling sleepy. today itself i shall get that dear
safe,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
safe,Joy's father is John. Then John is the NAME of Joy's father. Mandan
safe,Those were my exact intentions
safe,Sending you greetings of joy and happiness. Do have a gr8 evening
safe,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
safe,"Sorry, was in the bathroom, sup"
safe,Hey gals...U all wanna meet 4 dinner at n??te?
safe,Parents mohon semak jadual peperiksaan yang cikgu bagi
phishing,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost ?1.50. 2 cancel send STOP"
safe,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
safe,India have to take lead:)
safe,It means u could not keep ur words.
safe,Den wat will e schedule b lk on sun?
safe,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
safe,Hey... Why dont we just go watch x men and have lunch... Haha
safe,"I can. But it will tell quite long, cos i haven't finish my film yet..."
safe,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
safe,S...i will take mokka players only:)
phishing,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
safe,Great. P diddy is my neighbor and comes for toothpaste every morning
safe,Dont show yourself. How far. Put new pictures up on facebook.
safe,Good morning princess! Happy New Year!
safe,"Oops, I'll let you know when my roommate's done"
safe,Then dun wear jeans lor...
phishing,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
safe,Update your face book status frequently :)
safe,Then ?_ wait 4 me at bus stop aft ur lect lar. If i dun c ?_ then i go get my car then come back n pick ?_.
safe,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
phishing,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
phishing,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a ?500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
safe,Thnx dude. u guys out 2nite?
safe,Was it something u ate?
safe,No did you check? I got his detailed message now
safe,Cikgu akan call jika ada hal penting
safe,Just buy a pizza. Meat lovers or supreme. U get to pick.
safe,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
safe,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
safe,Good Morning plz call me sir
safe,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
safe,I'll be at mu in like  &lt;#&gt;  seconds
safe,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
safe,Why didn't u call on your lunch?
safe,U're welcome... Caught u using broken english again...
safe,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
safe,"Call me da, i am waiting for your call."
phishing,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
phishing,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
safe,Bring it if you got it
safe,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
safe,Anything lor is she coming?
safe,Yup i'm elaborating on the safety aspects and some other issues..
safe,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
safe,ITS A LAPTOP TAKE IT WITH YOU.
safe,The basket's gettin full so I might be by tonight
safe,Assalamualaikum parents hari ini murid balik 12 30 tengah hari
safe,Hi Harish's rent has been transfred to ur Acnt.
safe,Yes i will be there. Glad you made it.
safe,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
safe,"It could work, we'll reach a consensus at the next meeting"
safe,If u dun drive then how i go 2 sch.
safe,I am 6 ft. We will be a good combination!
safe,at bruce b downs &amp; fletcher now
safe,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
safe,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
safe,K.k:)when are you going?
safe,No. I.ll meet you in the library
safe,Dad went out oredi...
safe,Short But Cute: \Be a good person
phishing,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
safe,My planning usually stops at \find hella weed
safe,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
safe,Yeah right! I'll bring my tape measure fri!
safe,K:)all the best:)congrats...
safe,Hahaha..use your brain dear
safe,?? called dad oredi...
safe,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
safe,"Not much, just some textin'. How bout you?"
safe,You are gorgeous! keep those pix cumming :) thank you!
phishing,Verify now to continue klik continue-verify.xyz
safe,We are both fine. Thanks
safe,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
safe,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
phishing,You have WON a guaranteed ?1000 cash or a ?2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
safe,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
phishing,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
phishing,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
safe,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
safe,Otherwise had part time job na-tuition..
safe,"Yeah why not, is the gang all ready"
safe,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
safe,I'm reaching home in 5 min.
safe,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
safe,Ok u can take me shopping when u get paid =D
safe,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
safe,That's y we haf to combine n c how lor...
safe,I tot u reach liao. He said t-shirt.
safe,* Will be september by then!
safe,Old Orchard near univ. How about you?
safe,Thanx...
safe,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
safe,"Yeah, don't go to bed, I'll be back before midnight"
phishing,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
safe,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
safe,Hi dear we saw dear. We both are happy. Where you my battery is low
safe,Sorry completely forgot * will pop em round this week if your still here?
safe,Today my system sh get ready.all is well and i am also in the deep well
safe,In sch but neva mind u eat 1st lor..
safe,O. Well uv causes mutations. Sunscreen is like essential thesedays
safe,If india win or level series means this is record:)
safe,Dont gimme that lip caveboy
safe,You made my day. Do have a great day too.
safe,Nobody names their penis a girls name this story doesn't add up at all
safe,"Haha yeah I see that now, be there in a sec"
phishing,Update eWallet security klik ewallet-secure.xyz
safe,Juz go google n search 4 qet...
safe,Yes. that will be fine. Love you. Be safe.
phishing,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
phishing,74355 XMAS iscoming & ur awarded either ?500 CD gift vouchers & free entry 2 r ?100 weekly draw txt MUSIC to 87066 TnC
safe,And several to you sir.
safe,Anything lor... U decide...
safe,Yo! Howz u? girls never rang after india. L
phishing,Bank security check: confirm your details immediately: http://secure-check.top
safe,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
phishing,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
safe,"Damn, can you make it tonight or do you want to just wait til tomorrow"
safe,"Haha good to hear, I'm officially paid and on the market for an 8th"
phishing,Gaji RM500 sehari daftar di kerja-mudah.xyz
phishing,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
safe,Don know:)this week i'm going to tirunelvai da.
safe,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
safe,Yup ok...
safe,X course it 2yrs. Just so her messages on messenger lik you r sending me
safe,Hi.:)technical support.providing assistance to us customer through call and email:)
safe,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
phishing,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
